instrumentID,eventTimestamp,executionID,eventType,orderID,side,price,strikePrice,quantity,user,trader,broker,account,clientID,venueID,assetClass,productType,productSubType,productSubType2,productSubType3,maturityDate,sourceSystemID,tradeSystem,settlementDate,counterparty,underlyingInstrumentID,orderPlatform,tradePlatform,legalEntity,optionCallPut,internalTimestamp,sendingTime,tradeTime,seqNum,securityID,ISIN,CUSIP,symKey,assetClassKey,productKey,multiLegReportingType,parentStrategyType,priceType,markup,markupRateToBase,val,qtyType,ccy,ccyKey,qty1,ccy1,ccy1Key,qty2,ccy2,ccy2Key,feeCcy,transStatus,reversalIndicator,internalTrade,matchType,trdType,crossType,secondaryTrdType,aggressorIndicator,venueKey,venueSegment,venueType,orderPlatformKey,tradingPlatformInstance,sourceConnection,tradeIDversion,secondaryTradeID,origTradeID,structureID,tradeLinkID,sourceTradeID,sourceTradeLinkID,platformTradeID,platformTradeLinkID,tradeDate,tradeInputDate,valueDate,settlType,settlMethod,quoteID,olink,qlink,udflink,brokerIDKey,brokerName,traderIDKey,accountKey,legalEntityKey,salesID,salesIDKey,userIDKey,revUserID,revUserIDKey,counterPartyKey,counterPartyID,counterPartyDesc,counterPartyType,counterPartyStatus,text,payFrequency,receiveFrequency,payRollConvention,receiveRollConvention,payProjectionCurve,receiveProjectionCurve,payDiscountCurve,receiveDiscountCurve,payCalendar,receiveCalendar,payDayCountConvention,receiveDayCountConvention,couponRate,payCouponType,receiveCouponType,payType,calendarType,rateCode,rate,deliveryIndex,closingIndexValue,optionCallPut,optPayout,optPayoutType,capPrice,floorPrice,strikeMultiplier,strikePriceBoundaryMethod,complexEventType,complexEventPrice,complexEventCondition,complexOptPayoutAmount,complexEventStartDate,complexEventEndDate,quality,publicationIndicator,flag,validationKey,possDupFlag,origTransType,lastOperationSubType,underlyingKey,refObligation
AUDCAD,2015.08.24D15:17:30.000000000,FEDS-FX-BK-TradeID1,new,FW-noRelatedOrderID1,S,112.72,,212121,FDUserID,BenchManipTrader1,FDTradingPlatform,FDAccount,,,FX_OTC,2,0,,,,FEDS_BK,FEDS_BK,2017.02.24,FDCounterParty1,,,FEDS_BK,FDLegalEntity,,2018.10.25D01:55:11.037331000,,,,,,,,FX,FEDS-FX-2,SINGLE,,,0,,23910279.12,,,,212121,AUD,FEDS-AUD,23910279,CAD,FEDS-CAD,,,FALSE,FALSE,,0,,0,,,,,,,FEDS_EU_FX_DL_BMMAlertDataForPTTAlert_2015.08.24.txt.gz,0,FW-secondaryTradeID1,,,ID-99609,BK-TradeID1,,FEDS,,2015.08.24,,2015.08.24,,,,,,,FDTradingPlatform,,FEDS_BK-BenchManipTrader1,FEDS_BK-FDAccount,FEDS-FDLegalEntity,,,FEDS_BK-FDUserID,,,FEDS-FDCounterParty1,,,,,;FW-TradeID1:  transType=`new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
AUDCAD,2015.08.24D15:17:31.000000000,FEDS-FX-BK-TradeID3,new,FW-noRelatedOrderID3,B,10,,10,FDUserID,BenchManipTrader1,FDTradingPlatform,FDAccount,,,FX_OTC,2,0,,,,FEDS_BK,FEDS_BK,2017.02.24,FDCounterParty3,,,FEDS_BK,FDLegalEntity,,2018.10.25D01:55:11.037331000,,,,,,,,FX,FEDS-FX-2,SINGLE,,,0,,100,,,,10,AUD,FEDS-AUD,10,CAD,FEDS-CAD,,,FALSE,FALSE,,0,,0,,,,,,,FEDS_EU_FX_DL_BMMAlertDataForPTTAlert_2015.08.24.txt.gz,0,FW-secondaryTradeID3,,,ID-99605,BK-TradeID3,,FEDS,,2015.08.24,,2015.08.24,,,,,,,FDTradingPlatform,,FEDS_BK-BenchManipTrader1,FEDS_BK-FDAccount,FEDS-FDLegalEntity,,,FEDS_BK-FDUserID,,,FEDS-FDCounterParty3,,,,,;FW-TradeID3:  transType=`new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
AUDCAD,2015.08.24D15:37:29.000000000,FEDS-FX-BK-TradeID6,new,FW-noRelatedOrderID6,B,14,,14,FDUserID,BenchManipTrader1,FDTradingPlatform,FDAccount,,,FX_OTC,2,0,,,,FEDS_BK,FEDS_BK,2017.02.24,FDCounterParty6,,,FEDS_BK,FDLegalEntity,,2018.10.25D01:55:11.037331000,,,,,,,,FX,FEDS-FX-2,SINGLE,,,0,,196,,,,14,AUD,FEDS-AUD,14,CAD,FEDS-CAD,,,FALSE,FALSE,,0,,0,,,,,,,FEDS_EU_FX_DL_BMMAlertDataForPTTAlert_2015.08.24.txt.gz,0,FW-secondaryTradeID6,,,ID-99601,BK-TradeID6,,FEDS,,2015.08.24,,2015.08.24,,,,,,,FDTradingPlatform,,FEDS_BK-BenchManipTrader1,FEDS_BK-FDAccount,FEDS-FDLegalEntity,,,FEDS_BK-FDUserID,,,FEDS-FDCounterParty6,,,,,;FW-TradeID6:  transType=`new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
AUDCAD,2015.08.24D15:37:30.000000000,FEDS-FX-BK-TradeID2,new,FW-noRelatedOrderID2,B,18,,18,FDUserID,BenchManipTrader1,FDTradingPlatform,FDAccount,,,FX_OTC,2,0,,,,FEDS_BK,FEDS_BK,2017.02.24,FDCounterParty2,,,FEDS_BK,FDLegalEntity,,2018.10.25D01:55:11.037331000,,,,,,,,FX,FEDS-FX-2,SINGLE,,,0,,324,,,,18,AUD,FEDS-AUD,18,CAD,FEDS-CAD,,,FALSE,FALSE,,0,,0,,,,,,,FEDS_EU_FX_DL_BMMAlertDataForPTTAlert_2015.08.24.txt.gz,0,FW-secondaryTradeID2,,,ID-99606,BK-TradeID2,,FEDS,,2015.08.24,,2015.08.24,,,,,,,FDTradingPlatform,,FEDS_BK-BenchManipTrader1,FEDS_BK-FDAccount,FEDS-FDLegalEntity,,,FEDS_BK-FDUserID,,,FEDS-FDCounterParty2,,,,,;FW-TradeID2:  transType=`cancelled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
AUDCAD,2015.08.24D15:37:31.000000000,FEDS-FX-BK-TradeID5,new,FW-noRelatedOrderID5,B,22,,22,FDUserID,BenchManipTrader1,FDTradingPlatform,FDAccount,,,FX_OTC,2,0,,,,FEDS_BK,FEDS_BK,2017.02.24,FDCounterParty5,,,FEDS_BK,FDLegalEntity,,2018.10.25D01:55:11.037331000,,,,,,,,FX,FEDS-FX-2,SINGLE,,,0,,484,,,,22,AUD,FEDS-AUD,22,CAD,FEDS-CAD,,,FALSE,FALSE,,0,,0,,,,,,,FEDS_EU_FX_DL_BMMAlertDataForPTTAlert_2015.08.24.txt.gz,0,FW-secondaryTradeID5,,,ID-99602,BK-TradeID5,,FEDS,,2015.08.24,,2015.08.24,,,,,,,FDTradingPlatform,,FEDS_BK-BenchManipTrader1,FEDS_BK-FDAccount,FEDS-FDLegalEntity,,,FEDS_BK-FDUserID,,,FEDS-FDCounterParty5,,,,,;FW-TradeID5:  transType=`new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
AUDCAD,2015.08.24D15:37:35.000000000,FEDS-FX-BK-TradeID2,new,FW-noRelatedOrderID2,B,26,,26,FDUserID,BenchManipTrader5,FDTradingPlatform,FDAccount,,,FX_OTC,2,0,,,,FEDS_BK,FEDS_BK,2017.02.24,FDCounterParty2,,,FEDS_BK,FDLegalEntity,,2018.10.25D01:55:11.037331000,,,,,,,,FX,FEDS-FX-2,SINGLE,,,0,,676,,,,26,AUD,FEDS-AUD,26,CAD,FEDS-CAD,,,FALSE,FALSE,,0,,0,,,,,,,FEDS_EU_FX_DL_BMMAlertDataForPTTAlert_2015.08.24.txt.gz,0,FW-secondaryTradeID2,,,ID-99607,BK-TradeID2,,FEDS,,2015.08.24,,2015.08.24,,,,,,,FDTradingPlatform,,FEDS_BK-BenchManipTrader5,FEDS_BK-FDAccount,FEDS-FDLegalEntity,,,FEDS_BK-FDUserID,,,FEDS-FDCounterParty2,,,,,;FW-TradeID2:  transType=`new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
AUDCAD,2015.08.24D15:57:30.000000000,FEDS-FX-BK-TradeID2,new,FW-noRelatedOrderID2,B,27,,27,FDUserID,BenchManipTrader1,FDTradingPlatform,FDAccount,,,FX_OTC,2,0,,,,FEDS_BK,FEDS_BK,2017.02.24,FDCounterParty2,,,FEDS_BK,FDLegalEntity,,2018.10.25D01:55:11.037331000,,,,,,,,FX,FEDS-FX-2,SINGLE,,,0,,729,,,,27,AUD,FEDS-AUD,27,CAD,FEDS-CAD,,,FALSE,FALSE,,0,,0,,,,,,,FEDS_EU_FX_DL_BMMAlertDataForPTTAlert_2015.08.24.txt.gz,0,FW-secondaryTradeID2,,,ID-99606,BK-TradeID2,,FEDS,,2015.08.24,,2015.08.24,,,,,,,FDTradingPlatform,,FEDS_BK-BenchManipTrader1,FEDS_BK-FDAccount,FEDS-FDLegalEntity,,,FEDS_BK-FDUserID,,,FEDS-FDCounterParty2,,,,,;FW-TradeID2:  transType=`cancelled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
AUDCAD,2015.08.24D16:02:27.000000000,FEDS-FX-BK-TradeID5,new,FW-noRelatedOrderID5,B,31,,31,FDUserID,BenchManipTrader1,FDTradingPlatform,FDAccount,,,FX_OTC,2,0,,,,FEDS_BK,FEDS_BK,2017.02.24,FDCounterParty5,,,FEDS_BK,FDLegalEntity,,2018.10.25D01:55:11.037331000,,,,,,,,FX,FEDS-FX-2,SINGLE,,,0,,961,,,,31,AUD,FEDS-AUD,31,CAD,FEDS-CAD,,,FALSE,FALSE,,0,,0,,,,,,,FEDS_EU_FX_DL_BMMAlertDataForPTTAlert_2015.08.24.txt.gz,0,FW-secondaryTradeID5,,,ID-99602,BK-TradeID5,,FEDS,,2015.08.24,,2015.08.24,,,,,,,FDTradingPlatform,,FEDS_BK-BenchManipTrader1,FEDS_BK-FDAccount,FEDS-FDLegalEntity,,,FEDS_BK-FDUserID,,,FEDS-FDCounterParty5,,,,,;FW-TradeID5:  transType=`new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
AUDCAD,2015.08.24D16:02:30.000000000,FEDS-FX-BK-TradeID3,new,FW-noRelatedOrderID3,B,35,,35,FDUserID,BenchManipTrader6,FDTradingPlatform,FDAccount,,,FX_OTC,2,0,,,,FEDS_BK,FEDS_BK,2017.02.24,FDCounterParty3,,,FEDS_BK,FDLegalEntity,,2018.10.25D01:55:11.037331000,,,,,,,,FX,FEDS-FX-2,SINGLE,,,0,,1225,,,,35,AUD,FEDS-AUD,35,CAD,FEDS-CAD,,,FALSE,FALSE,,0,,0,,,,,,,FEDS_EU_FX_DL_BMMAlertDataForPTTAlert_2015.08.24.txt.gz,0,FW-secondaryTradeID3,,,ID-99604,BK-TradeID3,,FEDS,,2015.08.24,,2015.08.24,,,,,,,FDTradingPlatform,,FEDS_BK-BenchManipTrader6,FEDS_BK-FDAccount,FEDS-FDLegalEntity,,,FEDS_BK-FDUserID,,,FEDS-FDCounterParty3,,,,,;FW-TradeID3:  transType=`cancelled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
AUDCAD,2015.08.24D17:02:24.000000000,FEDS-FX-BK-TradeID4,new,FW-noRelatedOrderID4,B,36,,36,FDUserID,BenchManipTrader1,FDTradingPlatform,FDAccount,,,FX_OTC,2,0,,,,FEDS_BK,FEDS_BK,2017.02.24,FDCounterParty4,,,FEDS_BK,FDLegalEntity,,2018.10.25D01:55:11.037331000,,,,,,,,FX,FEDS-FX-2,SINGLE,,,0,,1296,,,,36,AUD,FEDS-AUD,36,CAD,FEDS-CAD,,,FALSE,FALSE,,0,,0,,,,,,,FEDS_EU_FX_DL_BMMAlertDataForPTTAlert_2015.08.24.txt.gz,0,FW-secondaryTradeID4,,,ID-99603,BK-TradeID4,,FEDS,,2015.08.24,,2015.08.24,,,,,,,FDTradingPlatform,,FEDS_BK-BenchManipTrader1,FEDS_BK-FDAccount,FEDS-FDLegalEntity,,,FEDS_BK-FDUserID,,,FEDS-FDCounterParty4,,,,,;FW-TradeID4:  transType=`new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5.94E+17,,,,,
